bsr_state_id,bsr_state_name,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,selection_notes
794,STATE_794,64,STATE_64,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/6; bsr_source_count=1
795,STATE_795,65,STATE_65,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/6; bsr_source_count=1
796,STATE_796,909,STATE_909,split,0.333,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
797,STATE_797,63,STATE_63,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=7/9; bsr_source_count=1
798,STATE_798,52,STATE_52,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
799,STATE_799,50,Württemberg,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2
800,STATE_800,53,STATE_53,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
801,STATE_801,66,STATE_66,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1
802,STATE_802,66,STATE_66,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
803,STATE_803,67,STATE_67,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
804,STATE_804,,,new_bsr_state,1.000,2,no TSR overlay candidate
805,STATE_805,910,STATE_910,same_name,1.000,2,province_overlap=1
806,STATE_806,153,STATE_153,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
807,STATE_807,4,STATE_4,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
808,STATE_808,974,South Transdanubia,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
809,STATE_809,973,STATE_973,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
810,STATE_810,975,STATE_975,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
811,STATE_811,,,new_bsr_state,1.000,0,no TSR overlay candidate
812,STATE_812,1047,STATE_1047,same_name,1.000,1,province_overlap=1
813,STATE_813,,,new_bsr_state,1.000,3,no TSR overlay candidate
814,STATE_814,1048,Moselgebiet,merge,0.500,3,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
815,STATE_815,18,STATE_18,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
816,STATE_816,849,STATE_849,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
817,STATE_817,18,STATE_18,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=2
818,STATE_818,1065,STATE_1065,same_name,1.000,1,province_overlap=4
819,STATE_819,24,STATE_24,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
820,STATE_820,31,STATE_31,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
821,STATE_821,,,new_bsr_state,1.000,3,no TSR overlay candidate
822,STATE_822,851,Var (Split-off from former Provence now Bouches-du-Rhône),split,1.000,2,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
823,STATE_823,735,STATE_735,merge,1.000,2,merge; province_overlap=4; bsr_source_count=2
824,STATE_824,,,new_bsr_state,1.000,2,no TSR overlay candidate
825,STATE_825,,,new_bsr_state,1.000,2,no TSR overlay candidate
826,STATE_826,1014,STATE_1014,same_name,1.000,2,province_overlap=1
827,STATE_827,,,new_bsr_state,1.000,1,no TSR overlay candidate
828,STATE_828,,,new_bsr_state,1.000,2,no TSR overlay candidate
829,STATE_829,,,new_bsr_state,1.000,3,no TSR overlay candidate
830,STATE_830,79,STATE_79,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
831,STATE_831,,,new_bsr_state,1.000,1,no TSR overlay candidate
832,STATE_832,971,Northern Dobruja,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
833,STATE_833,46,Muntenia,merge,0.667,2,split+merge; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=2
834,STATE_834,,,new_bsr_state,1.000,2,no TSR overlay candidate
835,STATE_835,357,STATE_357,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=3/8; bsr_source_count=1
836,STATE_836,357,STATE_357,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=2/8; bsr_source_count=1
837,STATE_837,357,STATE_357,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=4/8; bsr_source_count=1
838,STATE_838,357,STATE_357,split,1.000,2,split; province_overlap=3; tsr_overlap_rank=6/8; bsr_source_count=1
839,STATE_839,357,STATE_357,split,0.800,3,split; province_overlap=4; tsr_overlap_rank=5/8; bsr_source_count=1
840,STATE_840,357,STATE_357,split,1.000,2,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
841,STATE_841,361,STATE_361,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
842,STATE_842,468,Saint Lawrence,split,1.000,1,split; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=1
843,STATE_843,816,STATE_816,same_name,1.000,1,province_overlap=13
844,STATE_844,361,STATE_361,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
845,STATE_845,371,STATE_371,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
846,STATE_846,381,STATE_381,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
847,STATE_847,382,STATE_382,split,1.000,1,split; province_overlap=8; tsr_overlap_rank=1/4; bsr_source_count=1
848,STATE_848,383,STATE_383,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
849,STATE_849,374,STATE_374,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
850,STATE_850,375,STATE_375,split,0.500,1,split; province_overlap=4; tsr_overlap_rank=4/8; bsr_source_count=1
851,STATE_851,375,STATE_375,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=5/8; bsr_source_count=1
852,STATE_852,375,STATE_375,split,1.000,1,split; province_overlap=13; tsr_overlap_rank=1/8; bsr_source_count=1
853,STATE_853,379,STATE_379,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
854,STATE_854,378,STATE_378,split,1.000,1,split; province_overlap=21; tsr_overlap_rank=1/13; bsr_source_count=1
855,STATE_855,378,STATE_378,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=5/13; bsr_source_count=1
856,STATE_856,393,STATE_393,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
857,STATE_857,391,STATE_391,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=2/4; bsr_source_count=1
858,STATE_858,371,STATE_371,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/5; bsr_source_count=1
859,STATE_859,388,STATE_388,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
860,STATE_860,,,new_bsr_state,1.000,1,no TSR overlay candidate
861,STATE_861,,,new_bsr_state,1.000,1,no TSR overlay candidate
862,STATE_862,933,STATE_933,same_name,1.000,1,province_overlap=1
863,STATE_863,88,STATE_88,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=9/9; bsr_source_count=1
864,STATE_864,305,STATE_305,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
865,STATE_865,807,STATE_807,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=1/8; bsr_source_count=1
866,STATE_866,736,Name was Istria before the Pola (Istria) split and merge with Fiume,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
867,STATE_867,850,Trentino,merge,1.000,2,merge; province_overlap=2; bsr_source_count=2
868,STATE_868,45,STATE_45,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
869,STATE_869,109,Croatia,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
870,STATE_870,803,STATE_803,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
871,STATE_871,970,STATE_970,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
872,STATE_872,108,STATE_108,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=2
873,STATE_873,,,new_bsr_state,1.000,1,no TSR overlay candidate
874,STATE_874,,,new_bsr_state,1.000,1,no TSR overlay candidate
875,STATE_875,,,new_bsr_state,1.000,2,no TSR overlay candidate
876,STATE_876,,,new_bsr_state,1.000,2,no TSR overlay candidate
877,STATE_877,799,STATE_799,same_name,1.000,1,province_overlap=1
878,STATE_878,108,STATE_108,merge,0.500,3,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
879,STATE_879,814,STATE_814,split,1.000,2,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
880,STATE_880,810,STATE_810,split,1.000,2,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
881,STATE_881,809,STATE_809,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
882,STATE_882,811,STATE_811,same_name,1.000,1,province_overlap=2
883,STATE_883,,,new_bsr_state,1.000,1,no TSR overlay candidate
884,STATE_884,,,new_bsr_state,1.000,1,no TSR overlay candidate
885,STATE_885,1095,STATE_1095,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
886,STATE_886,972,STATE_972,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
887,STATE_887,69,STATE_69,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
888,STATE_888,972,STATE_972,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
889,STATE_889,70,STATE_70,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
890,STATE_890,,,new_bsr_state,1.000,1,no TSR overlay candidate
891,STATE_891,,,new_bsr_state,1.000,1,no TSR overlay candidate
892,STATE_892,845,STATE_845,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
893,STATE_893,846,STATE_846,merge,1.000,2,merge; province_overlap=2; bsr_source_count=2
894,STATE_894,151,STATE_151,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
895,STATE_895,,,new_bsr_state,1.000,1,no TSR overlay candidate
896,STATE_896,772,Middle Congo (Brazzaville),split,0.500,2,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
897,STATE_897,914,STATE_914,same_name,1.000,3,province_overlap=1
898,STATE_898,774,STATE_774,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
899,STATE_899,660,STATE_660,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
900,STATE_900,,,new_bsr_state,1.000,1,no TSR overlay candidate
901,STATE_901,900,STATE_900,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
902,STATE_902,,,new_bsr_state,1.000,2,no TSR overlay candidate
903,STATE_903,1031,STATE_1031,merge,0.600,3,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=2
904,STATE_904,1031,STATE_1031,split,0.833,2,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
905,STATE_905,1030,STATE_1030,merge,1.000,3,merge; province_overlap=8; bsr_source_count=3
906,STATE_906,1029,STATE_1029,split,0.800,2,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
907,STATE_907,1029,STATE_1029,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
908,STATE_908,527,STATE_527,split,1.000,2,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
909,STATE_909,1028,STATE_1028,split,0.933,2,split; province_overlap=14; tsr_overlap_rank=1/2; bsr_source_count=1
910,STATE_910,,,new_bsr_state,1.000,1,no TSR overlay candidate
911,STATE_911,1031,STATE_1031,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
912,STATE_912,964,STATE_964,split,1.000,2,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
913,STATE_913,963,STATE_963,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
914,STATE_914,280,STATE_280,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
915,STATE_915,951,STATE_951,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
916,STATE_916,506,Antofagasta,merge,0.500,2,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
917,STATE_917,304,STATE_304,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
918,STATE_918,979,STATE_979,merge,1.000,2,merge; province_overlap=12; bsr_source_count=2
919,STATE_919,871,STATE_871,same_name,1.000,1,province_overlap=11
920,STATE_920,870,STATE_870,same_name,1.000,1,province_overlap=9
921,STATE_921,674,STATE_674,merge,0.600,2,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
922,STATE_922,285,STATE_285,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
923,STATE_923,873,STATE_873,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=2
924,STATE_924,674,STATE_674,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
925,STATE_925,78,STATE_78,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
926,STATE_926,202,STATE_202,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
927,STATE_927,,,new_bsr_state,1.000,2,no TSR overlay candidate
928,STATE_928,215,STATE_215,split,0.875,2,split; province_overlap=14; tsr_overlap_rank=1/5; bsr_source_count=1
929,STATE_929,215,STATE_215,split,0.923,2,split; province_overlap=12; tsr_overlap_rank=2/5; bsr_source_count=1
930,STATE_930,,,new_bsr_state,1.000,2,no TSR overlay candidate
931,STATE_931,232,Dagestan,split,0.900,2,split; province_overlap=9; tsr_overlap_rank=1/5; bsr_source_count=1
932,STATE_932,232,Dagestan,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
933,STATE_933,95,STATE_95,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
934,STATE_934,102,STATE_102,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1
935,STATE_935,102,STATE_102,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
936,STATE_936,1049,Prekmurje,province_overlap,1.000,1,province_overlap=1
937,STATE_937,109,Croatia,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
938,STATE_938,940,STATE_940,same_name,1.000,2,province_overlap=1
939,STATE_939,103,Dalmatia,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
940,STATE_940,105,STATE_105,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
941,STATE_941,802,STATE_802,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
942,STATE_942,801,STATE_801,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
943,STATE_943,211,STATE_211,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
944,STATE_944,859,STATE_859,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
945,STATE_945,1010,STATE_1010,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
946,STATE_946,1011,STATE_1011,merge,0.400,4,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
947,STATE_947,1051,STATE_1051,same_name,1.000,2,province_overlap=2
948,STATE_948,,,new_bsr_state,1.000,0,no TSR overlay candidate
949,STATE_949,293,STATE_293,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
950,STATE_950,1055,STATE_1055,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
951,STATE_951,345,STATE_345,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2
952,STATE_952,183,STATE_183,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
953,STATE_953,49,Ankara,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
954,STATE_954,343,Afyon,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1
955,STATE_955,355,STATE_355,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
956,STATE_956,798,STATE_798,merge,0.500,4,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=4
957,STATE_957,798,STATE_798,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
958,STATE_958,349,STATE_349,merge,0.500,2,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2
959,STATE_959,353,STATE_353,merge,0.833,3,merge; province_overlap=5; bsr_source_count=3
960,STATE_960,352,STATE_352,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
961,STATE_961,1059,STATE_1059,same_name,1.000,2,province_overlap=3
962,STATE_962,528,North Kyushu,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
963,STATE_963,1019,South Tohoku,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
964,STATE_964,282,Kanto,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
965,STATE_965,531,Kansai,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
966,STATE_966,1018,South Kyushu,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
967,STATE_967,1018,South Kyushu,merge,0.600,2,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
968,STATE_968,1018,South Kyushu,split,1.000,2,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
969,STATE_969,530,Shikoku,split,1.000,2,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
970,STATE_970,409,STATE_409,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
971,STATE_971,526,STATE_526,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
972,STATE_972,686,STATE_686,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
973,STATE_973,,,new_bsr_state,1.000,1,no TSR overlay candidate
974,STATE_974,967,STATE_967,same_name,1.000,3,province_overlap=1
975,STATE_975,187,STATE_187,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
976,STATE_976,185,STATE_185,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1
977,STATE_977,185,STATE_185,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1
978,STATE_978,47,Thessaly,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
979,STATE_979,56,STATE_56,merge,0.600,2,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
980,STATE_980,1021,STATE_1021,same_name,1.000,1,province_overlap=1
981,STATE_981,1083,STATE_1083,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
982,STATE_982,1023,STATE_1023,split,1.000,2,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
983,STATE_983,,,new_bsr_state,1.000,2,no TSR overlay candidate
984,STATE_984,,,new_bsr_state,1.000,2,no TSR overlay candidate
